text,lang,user-location,place-country,place-country_code,location-coordinates,user-screen_name,created_at,quote_count,reply_count,retweet_count,retweeted,is_retweet,is_quote_status,
"next is JAMP HYDROXYCHLOROQUINE SULFATE by JAMP PHARMA CORPORATION, same ingredient and milligrams as APO-HYDROXYQUINE (see above)
https://t.co/RxuPDYCY1Y

this one has a detailed rundown of how to detect and prevent retinopathy (loss of eyesight) and carry extreme caution:",en,tiohtià:ke/montreal,,,,sootynemm,Tue Apr 07 17:45:06 +0000 2020,0,1,0,False,0,False,
Key Account Manager- GTA in Toronto for Jamp Pharma Corporation https://t.co/mZ5koR3dyt,en,Canada,,,,pharmajobca,Tue Apr 07 13:27:01 +0000 2020,0,0,0,False,0,False,
Key account Manager- GTA in Toronto for Jamp Pharma Corporation https://t.co/Xiv72CF2fe,en,Canada,,,,salesrepca,Tue Apr 07 13:12:03 +0000 2020,0,0,0,False,0,False,
Jamp Pharma offre de l’hydroxychloroquine aux hôpitaux #Hydroxychloroquine https://t.co/PrzdJdMKRm https://t.co/e3FGwK7OxA,fr,,,,,24sante_fr,Mon Apr 06 03:50:03 +0000 2020,0,0,0,False,0,False,
@brianlilley @realDonaldTrump @narendramodi Doesn’t Jamp Pharma in Boucherville Quebec make the medication? It was posted on Global news that they donated I million doses across Canada.,en,,,,,teresa_reza,Mon Apr 06 00:16:47 +0000 2020,0,0,0,False,0,False,
"On ne prescrit pas la chloroquine pcq il n’y en a pas de disponible??! Alors, cette nouvelle du 23 mars à TVA et JdeMontréal serait un fake news? Toujours sur Google...
“LE GROUPE pharmaceutique JAMP PHARMA de BOUCHERVILLE a annoncé lundi offrir L’HYDROXYCHLORIQUINE aux hôpitaux. https://t.co/fQiSCwC6Mf",fr,,,,,FrancineBilode4,Fri Apr 03 17:07:55 +0000 2020,0,0,0,False,0,False,
New generic drug approved for JAMP ABACAVIR / LAMIVUDINE by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves,en,,,,,HealthCanadaNOC,Thu Apr 02 02:01:58 +0000 2020,0,0,0,False,0,False,
Gérant de territoire - Ontario à Boucherville pour Corporation Jamp Pharma,fr,Canada,,,,salesrepca,Mon Mar 30 19:34:33 +0000 2020,0,0,0,False,0,False,
Gérant de territoire - Winnipeg à Winnipeg pour Corporation Jamp Pharma,fr,Canada,,,,salesrepca,Mon Mar 30 19:34:32 +0000 2020,0,0,0,False,0,False,
Gérant de territoire - Regina à Regina pour Corporation Jamp Pharma,fr,Canada,,,,salesrepca,Mon Mar 30 19:34:32 +0000 2020,0,0,0,False,0,False,
https://t.co/5t7w7wRoea,und,Canada,,,,MedKammoun,Sun Mar 29 02:14:14 +0000 2020,0,0,0,False,0,False,
Canadian JAMP Pharma Group Gets Involved - Donating one million doses of hydroxychloroquine to hospitals to help c... https://t.co/WMzHpTcDzi,en,"Ontario, Canada",,,,mhaquesbc,Sat Mar 28 15:01:27 +0000 2020,0,0,0,False,0,False,
Canadian JAMP Pharma Group Gets Involved - Donating one million doses of hydroxychloroquine to hospitals to help combat COVID-19 https://t.co/RAgDGdIc7w,en,"Québec, Canada",,,,Quebecois2020,Fri Mar 27 13:11:47 +0000 2020,0,0,0,False,0,False,
@WoodyPhD MEDICAL TYRANNY IN CANADA 🇨🇦 ! Medical boards to sanction doctors honoring their hippocratic oath in prescribing best first line meds against Covid19! Supply is the real issue: JAMP Pharma Group Donating one million doses of hydroxychloroquine to hospitals to help combat COVID-19,en,"Québec, Canada",,,,Quebecois2020,Fri Mar 27 13:10:36 +0000 2020,0,0,0,False,0,False,
"This is what happens when your country needs a drug quickly &amp; the Pharma Manufacturers are located IN YOUR COUNTRY #Congress @POTUS 

Boucherville-based JAMP Pharma is donating one million doses of hydroxychloroquine (HCQ) to hospitals across Canada in the fight against COVID-19.",en,"USA, Under the Constitution",,,,FixUSANow,Thu Mar 26 00:28:13 +0000 2020,0,0,0,False,0,False,
New generic drug approved for JAMP CANDESARTAN-HCT by JAMP PHARMA CORPORATION #NewNOCAlert #HCApproves,en,,,,,HealthCanadaNOC,Wed Mar 25 02:11:48 +0000 2020,0,0,0,False,0,False,
"@TheEagleDares The americans pharma don't want to develop a vaccine without getting $$$ in exchange, while you saw it with JAMP pharma in Boucherville and others around the world...  they put people before profit $$$, not our neighbours 🤨",en,,,,,merrythanas,Tue Mar 24 17:47:13 +0000 2020,0,1,0,False,0,False,
JAMP Pharma offre de l’hydroxychloroquine aux hôpitaux https://t.co/WMJj5r6wOh #amuqrp,fr,Québec,,,,AMUQmd,Tue Mar 24 14:12:30 +0000 2020,0,0,0,False,0,False,
Jamp Pharma offre de l’hydroxychloroquine aux hôpitaux | JDM https://t.co/Y8ApYtT5xo,fr,Montreal,,,,Annimatrix,Tue Mar 24 12:10:34 +0000 2020,0,0,0,False,0,False,
"JAMP Pharma Group, a Canadian #pharmaceutical company, announced that it is donating one million doses of hydroxychloroquine to Canadian hospitals, which could potentially be useful in treating hospitalized patients infected with the #COVID19 virus. 
https://t.co/lhG8el203H https://t.co/LFNj9X0bzr",en,"Montréal, Québec, Canada",,,,CoolestHotspot,Tue Mar 24 11:40:08 +0000 2020,0,0,0,False,0,False,
"Would characterize the rx-tion to 💊 #Hydroxychloroquine / #Azithromycin 💊 as 'negative' in 🇨🇦.

And yet HCQ/CQ supplies were basically 0 becuz many MDs *allegedly* Rx'ed for families + friends 🤔 

But now HCQ reinforcements have arrived! #COVID19Canada

https://t.co/if1g9TcQfz",en,,,,,uberrimaefidei1,Tue Mar 24 07:17:19 +0000 2020,0,0,0,False,1,False,
"JAMP Pharma offre de l’hydroxychloroquine aux hôpitaux | JDM https://t.co/KfjOVn4lzJ

""Le groupe pharmaceutique JAMP Pharma (Québec) a annoncé lundi offrir un million de doses de l’hydroxychloroquine aux hôpitaux canadiens."" #chloroquine",fr,Qc,,,,o_v_b_,Tue Mar 24 04:44:49 +0000 2020,0,1,0,False,0,False,
Canadian JAMP Pharma Group Gets Involved - Donating one million doses of #Hydroxychloroquine to hospitals to help combat #COVID-19 https://t.co/Fkv5CneoiN,en,Everywhere,,,,mike4882_h,Tue Mar 24 04:13:26 +0000 2020,0,0,0,False,0,False,
"1 million doses of #hydroxychloroquine donated by @JampPharma in #Canada. 
Would be great if it works for #COVID19 (not proven; DO NOT self-medicate), but either way ensuring continued access is vital for people who rely on it for other medical conditions. https://t.co/r7nLYWiSSg",en,,,,,HealthLawAdamH,Tue Mar 24 03:52:09 +0000 2020,0,0,0,False,0,False,
Canadian JAMP Pharma Group Gets Involved - Donating one million doses of hydroxychloroquine to hospitals to help combat COVID-19 https://t.co/RAgDGdIc7w,en,"Québec, Canada",,,,Quebecois2020,Tue Mar 24 01:53:38 +0000 2020,0,0,0,False,0,False,
"Would characterize the rx-tion to 💊 #Hydroxychloroquine / #Azithromycin 💊 as 'negative' in 🇨🇦.

And yet HCQ/CQ supplies were basically 0 becuz many MDs *allegedly* Rx'ed for families + friends 🤔 

But now HCQ reinforcements have arrived! #COVID19Canada

https://t.co/if1g9TcQfz",en,Canada,,,,lumosbio,Tue Mar 24 01:37:20 +0000 2020,1,0,1,False,0,False,
"Canadian JAMP Pharma Group Gets Involved - Donating one million doses of hydroxychloroquine to hospitals to help combat COVID-19 

https://t.co/CeFscxvblT",en,,,,,Frorenceesther2,Mon Mar 23 22:53:15 +0000 2020,0,0,0,False,0,False,
